38,10.368322525259618,1.5374687900323782
37,1.5424739055248586,1.5374687900323782
36,1.6049661104908941,1.5374687900323782
35,1.5353501011926816,1.5374687900323782
34,1.5374687900323782,1.5374687900323782
33,1.5311812400766587,1.5374687900323782
32,1.5308301822485972,1.5374687900323782
31,1.5306081914316296,1.5374687900323782
30,1.5416795215984711,1.5374687900323782
29,1.5843547559373299,1.5374687900323782
28,1.5713605984827035,1.5374687900323782
27,1.524184945366768,1.5374687900323782
26,1.5679681544177784,1.5374687900323782
25,2.4990405024910514,1.5374687900323782
24,2.5554387030432508,1.5374687900323782
23,3.8937538405278098,1.5374687900323782
22,4.2931192172136763,1.5374687900323782
21,4.4720476645060954,1.5374687900323782
20,6.2688184041852741,1.5374687900323782
19,6.8577082513974101,1.5374687900323782
18,6.6502849090082874,1.5374687900323782
17,6.6786920074033089,1.5374687900323782
